Serial Number,Date of Entry,Barcode/Accession No,Title,Author,Pages,Publisher,Place,Copyright Date,Department,Price,Discount Percent,Net Cost,Type
1331,20-02-2013,PCCOEEC24184,ASA GHADLA BHARAT.,"KULKARNI, SUHAS",924,ROHAN PRAKASHAN.,PUNE,,GENERAL,1500,,1000,GBK
1332,12-09-2014,PCCOEEC27936,KHARIKHURI TIM INDIA.,"KULKARNI, SUHAS",200,SAMKALIN PRAKASHAN,PUNE,,GENERAL,,,,DBK
1333,12-09-2014,PCCOEEC27938,KHAREKHURE AADOLS.,"KULKARNI, SUHAS",199,SAMKALIN PRAKASHAN,PUNE,,GENERAL,,,,DBK
1334,14-10-2019,PCCOEEC35228,ASA GHADLA BHARAT.,"KULKARNI, SUHAS",924,ROHAN PRAKASHAN.,PUNE,2018,GENERAL,1690,30,1183,GBK
1335,26-10-2013,PCCOEEC26624,SAMAJ SHASTRA.,"KUMAR, DHARMENDRA",542,TATA MCGRAW-HILL PUB. CO. LTD.,NEW DELHI,,GENERAL,395,20,316,HSB
1336,26-11-2008,PCCOEEC11569,BRAHMACHARYA GANDHI AND HIS WOMEN ASSOCIATES.,"KUMAR, GIRIJA",411,VITASTA PUB. PVT. LTD.,NEW DELHI,,GENERAL,695,22,542,GBK
1337,12-10-2009,PCCOEEC13743,DIWALKHORITUN SAMRUDHIKADE.,"KUMAR, SUDHIR",168,AMEY PRAKASHAN,PUNE,,GENERAL,,,,DBK
1338,08-03-2007,PCCOEEC09865,HANDWRITING ANALYSIS,"KUMAR, VIJAYA",95,SHREE BOOK CENTER.,MUMBAI,,GENERAL,70,,,GBK
1339,17-03-2003,PCCOEEC07191,Directory of education loans for study in india AND abroad,"KUMAR,NEERAJ",169,STUDENT AID PUBLICATION,,2003,GENERAL,90,20,72,GBK
1340,03-03-2025,PCCOEEC41294,FIRSTE.,"KUMBHAR, ABISHEK",194,NEW ERA PUBLISHING HOUSE,PUNE,2024,GENERAL,250,28,180,GBK
1341,24-11-2010,PCCOEEC18493,KALINDI.,"KUNTE, JAGNNATH",240,PRAJKTA PRAKASHAN,PUNE,,GENERAL,200,25,150,GBK
1342,12-10-2009,PCCOEEC13752,SADHANAMASTA.,"KUNTE, JAGNNATH",256,PRAJKTA PRAKASHAN,PUNE,,GENERAL,,,,DBK
1343,12-10-2009,PCCOEEC13775,KALINDI.,"KUNTE, JAGNNATH",240,PRAJKTA PRAKASHAN,PUNE,,GENERAL,,,,DBK
1344,24-11-2010,PCCOEEC18492,NITYA NIRANJAN.,"KUNTE, JAGNNATH",224,PRAJKTA PRAKASHAN,PUNE,,GENERAL,200,25,150,GBK
1345,24-11-2010,PCCOEEC18494,NARMDE HAR HAR.,"KUNTE, JAGNNATH",256,PRAJKTA PRAKASHAN,PUNE,,GENERAL,220,25,165,GBK
1346,08-01-2013,PCCOEEC23834,NARMDE HAR HAR NARMDE.,"KUNTE, JAGNNATH",256,PRAJKTA PRAKASHAN,PUNE,,GENERAL,220,30,154,GBK
1347,08-01-2013,PCCOEEC23835,DHUNI.,"KUNTE, JAGNNATH",296,PRAJKTA PRAKASHAN,PUNE,,GENERAL,300,30,210,GBK
1348,10-07-2024,PCCOEEC40598,KRANTDARSHI SMURTIGRANTH.,"LAD, G.D",622,"JANMASHATABDI SAMITI, KUNDAL",,2023,GENERAL,0,,0,DBK
1349,28-10-2013,PCCOEEC26644,BHARAT KI RAJVYVSTHA.,"LAKSHMIKANT, M.",12,MCGRAW HILL EDUCATION (INDIA ) PVT. LTD.,NEW DELHI,,GENERAL,385,20,308,HSB
1350,01-12-2008,PCCOEEC11801,ENGLISH FOR TECHNICAL COMMUNICATION VOL 1 AND 2.,"LAKSHMINARAYANAN, K. R.",159,SCITECH PUBLICATION,CHENNAI,,GENERAL,197,22,153.66,GBK
1351,30-12-2008,PCCOEEC12611,ENGLISH FOR TECHNICAL COMMUNICATION VOL 1 AND 2.,"LAKSHMINARAYANAN, K. R.",159,SCITECH PUBLICATION,CHENNAI,,GENERAL,197,22,153.66,GBK
1352,04-02-2006,PCCOEEC09093,SAFALTEMADHIL AANAND : J.R.D. TATA YANCHYASHI SANVAD.,"LALA, RUSI",227,UTKARHA PRAKASHAN.,PUNE,,GENERAL,150,20,120,GBK
1353,10-01-2006,PCCOEEC09022,AN OPEN HEART : PRACTISING COMPASSION IN EVERYDAY LIFE.,"LAMA, DALAI",189,HODDER AND STROUGHTON,LONDON,,GENERAL,200,20,160,GBK
1354,01-01-2013,PCCOEEC23733,ONCE UPON A TIME IN THE SOVIET UNIION.,"LAPIERRE, DOMINIQUE",233,FULL CIRCLE,NEW DELHI,,GENERAL,,,,DBK
1355,07-01-2013,PCCOEEC23809,YASHSWI INTERVIEW MARGDARSHK.,"LATKAR, SANJEEV",207,GRUM AND GROW DEVELOPMENT PVT. LTD.,MUMBAI,,GENERAL,200,30,140,GBK
1356,15-03-2024,PCCOEEC40387,VIDNYAN AANI BHARAT : SWATNTRYACHI PANNAS VARSHE.,"LAVKARE, PRABHAKAR",87,NATIONAL BOOK TRUST INDIA,NEW DELHI,2015,GENERAL,45,10,40.5,GBK
1357,31-01-2006,PCCOEEC09070,LAXMANRESHA,"LAXMAN, R. K.",187,RAJHANS PRAKASHAN,PUNE,,GENERAL,130,20,104,GBK
1358,15-07-2010,PCCOEEC15264,PUBLIC ADMINISTRATION FOR THE UPSC AND STATE CIVIL SERVICES PRELIMINARY EXAMINATIONS.,"LAXMIKANT, M",982,TATA MCGRAW-HILL PUB. CO. LTD.,NEW DELHI,,GENERAL,525,21,415,HSB
1359,15-07-2010,PCCOEEC15263,PUBLIC ADMINISTRATION FOR THE UPSC AND STATE CIVIL SERVICES PRELIMINARY EXAMINATIONS.,"LAXMIKANT, M",982,TATA MCGRAW-HILL PUB. CO. LTD.,NEW DELHI,,GENERAL,525,21,415,HSB
1360,15-07-2010,PCCOEEC15265,INDIAN POLITY FOR CIVIL SERVICES EXAMINATIONS.,"LAXMIKANTH, M",,TATA MCGRAW-HILL PUB. CO. LTD.,NEW DELHI,,GENERAL,375,21,296,HSB
1361,15-07-2010,PCCOEEC15266,INDIAN POLITY FOR CIVIL SERVICES EXAMINATIONS.,"LAXMIKANTH, M",,TATA MCGRAW-HILL PUB. CO. LTD.,NEW DELHI,,GENERAL,375,21,296,HSB
1362,08-10-2013,PCCOEEC25881,PUBLIC ADMINISTRATION FOR STATE CIVIL SERVICES AND OTHER COMPETITIVE EXAMINATIONS.,"LAXMIKANTH, M",982,TATA MCGRAW-HILL PUB. CO. LTD.,NEW DELHI,,GENERAL,575,22,449,HSB
1363,06-01-2023,PCCOEEC37280,INDIAN POLITY : FOR CIVIL SERVICES AND OTHER STATE EXAMINATIONS.,"LAXMIKANTH, M.",80.21,MCGRAW HILL EDUCATION (INDIA) PRAVITE LIMITED ,CHENNAI,2022,GENERAL,995,25,746.25,HSB
1364,06-01-2023,PCCOEEC37281,INDIAN POLITY : FOR CIVIL SERVICES AND OTHER STATE EXAMINATIONS.,"LAXMIKANTH, M.",80.21,MCGRAW HILL EDUCATION (INDIA) PRAVITE LIMITED ,CHENNAI,2022,GENERAL,995,25,746.25,HSB
1365,07-01-2023,PCCOEEC37307,GOVERNANCE IN INDIA FOR CIVIL SERVICES PRELIMINARY (GS-I) AND MAIN (GS-II) EXAMINATIONS.,"LAXMIKANTH, M.",448,McGRAW HILL (INDIA) PRAVITE LIMITED ,CHENNAI,2022,GENERAL,595,25,446.25,GBK
1366,07-01-2023,PCCOEEC37308,GOVERNANCE IN INDIA FOR CIVIL SERVICES PRELIMINARY (GS-I) AND MAIN (GS-II) EXAMINATIONS.,"LAXMIKANTH, M.",448,McGRAW HILL (INDIA) PRAVITE LIMITED ,CHENNAI,2022,GENERAL,595,25,446.25,GBK
1367,01-12-2008,PCCOEEC11817,HOW TO PREPARE STAGE AND DELIVER WINNING PRESENTATIONS.,"LEECH, THOMAS",330,PRENTICE- HALL OF INDIA,NEW DELHI,,GENERAL,350,22,273,GBK
1368,30-10-2002,PCCOEEC05253,Jananayak : Pictoricl biography of honble atal bihari vajpayee,LELE ARVIND,552,SHREE GANDHARVE VED PRAKASHAN,,2001,GENERAL,4000,25,3000,GBK
1369,23-11-2004,PCCOEEC08460,ENTERPRISE RESOURCE PLANNING,"LEON, ALEXIS.",308,TMH,,2004,GENERAL,225,20,180,GBK
1370,23-11-2004,PCCOEEC08461,ENTERPRISE RESOURCE PLANNING,"LEON, ALEXIS.",308,TMH,,2004,GENERAL,225,20,180,GBK
1371,23-11-2004,PCCOEEC08462,ENTERPRISE RESOURCE PLANNING,"LEON, ALEXIS.",308,TMH,,2004,GENERAL,225,20,180,GBK
1372,23-11-2004,PCCOEEC08463,ENTERPRISE RESOURCE PLANNING,"LEON, ALEXIS.",308,TMH,,2004,GENERAL,225,20,180,GBK
1373,23-11-2004,PCCOEEC08464,ENTERPRISE RESOURCE PLANNING,"LEON, ALEXIS.",308,TMH,,2004,GENERAL,225,20,180,GBK
1374,23-11-2004,PCCOEEC08465,ENTERPRISE RESOURCE PLANNING,"LEON, ALEXIS.",308,TMH,,2004,GENERAL,225,20,180,GBK
1375,05-11-2012,PCCOEEC23249,CERTIFICATE PHYSICAL AND HUMAN GEOGRAPHY.,"LEONG, GOH CHENG",192,OXFORD UNIVERSITY PRESS.,NEW YORK,,GENERAL,306,21,242,HSB
1376,05-11-2012,PCCOEEC23250,CERTIFICATE PHYSICAL AND HUMAN GEOGRAPHY.,"LEONG, GOH CHENG",192,OXFORD UNIVERSITY PRESS.,NEW YORK,,GENERAL,306,21,242,HSB
1377,07-01-2023,PCCOEEC37305,CERTIFICATE PHYSICAL AND HUMAN GEOGRAPHY.,"LEONG, GOH CHENG",192,OXFORD UNIVERSITY PRESS,NEW DELHI,2022,GENERAL,335,25,251.25,HSB
1378,07-01-2023,PCCOEEC37306,CERTIFICATE PHYSICAL AND HUMAN GEOGRAPHY.,"LEONG, GOH CHENG",192,OXFORD UNIVERSITY PRESS,NEW DELHI,2022,GENERAL,335,25,251.25,HSB
1379,28-10-2013,PCCOEEC26648,CERTIFICATE PHYSICAL AND HUMAN GEOGRAPHY.,"LEONG, GOH CHENG",192,OXFORD UNIVERSITY PRESS.,NEW YORK,,GENERAL,306,10,275,HSB
1380,01-01-2013,PCCOEEC23727,WORD POWER MADE EASY.,"LEWIS, NORMAN",686,W. R. GOYAL PUB.,DELHI,,GENERAL,,,,DBK
1381,16-10-2007,PCCOEEC10730,WORD POWER MADE EASY.,"LEWIS, NORMAN",686,GOYAL W.R.,DELHI,,GENERAL,99,23,76,GBK
1382,05-11-2012,PCCOEEC23283,NARMDE HAR HAR NARMDE.,"LIMAYE, SUHAS",248,LIMAYE KUL VISHWAST,PUNE,,GENERAL,,,,DBK
1383,16-10-2007,PCCOEEC10762,ESSAYS FOR TOEFL / IELTS,LINGUA,262,DREAMTECH PRESS,NEW DELHI,,GENERAL,119,23,92,GBK
1384,17-03-2008,PCCOEEC11401,HOW TO DEAL WITH PEOPLE PROBLEMS AND PROBLEM PEOPLE.,"LLOYD, KEN",255,JAICO PUBLISHING HOUSE.,MUMBAI,,GENERAL,295,22,230,GBK
1385,17-03-2008,PCCOEEC11402,HOW TO DEAL WITH PEOPLE PROBLEMS AND PROBLEM PEOPLE.,"LLOYD, KEN",255,JAICO PUBLISHING HOUSE.,MUMBAI,,GENERAL,295,22,230,GBK
1386,23-06-2003,PCCOEEC07351,Evolution not revolution,"LOGAN,JOHN R",233,TMH NEWDELHI,,2002,GENERAL,,,,DBK
1387,22-02-2006,PCCOEEC09170,SWAMI VIVEKANANDA HIS LIFE AND MESSAGE.,"LOKESWARANANDA, SWAM",94,THE RAMKRISHANA MISSION INST OF CULTURE CALCUTTA,KAKATTA,,GENERAL,,,,DBK
1388,20-11-2023,PCCOEEC38854,DR. P. S. DESHMUKH S SELECTED SPEECHES.,"LONDHE, S. R.",312,DR. PANJABRAO DESHMUKH DIAMOND JUBLEE CELEBRATION COMMITTEE,AMRAVATI,2017,GENERAL,,,,DBK
1389,20-11-2010,PCCOEEC18248,THE MEMORY BOOK.,"LORAYNE, HARRY",206,BALLANTINE BOOKS,NEW YORK,,GENERAL,279,25,209,GBK
1390,07-12-2011,PCCOEEC20895,HOW TO DEVELOP A SUPER POWER MEMORY.,"LORAYNE, HARRY",167,PUSTAK MAHAL,DELHI,,GENERAL,135,25,101,GBK
1391,07-12-2011,PCCOEEC20896,HOW TO DEVELOP A SUPER POWER MEMORY.,"LORAYNE, HARRY",167,PUSTAK MAHAL,DELHI,,GENERAL,135,25,101,GBK
1392,07-12-2011,PCCOEEC20897,HOW TO DEVELOP A SUPER POWER MEMORY.,"LORAYNE, HARRY",167,PUSTAK MAHAL,DELHI,,GENERAL,135,25,101,GBK
1393,10-01-2013,PCCOEEC23872,PANCHATANTRA AND LEADERSHIP.,LUIS AND ANITA,200,MANOVIKAS PRAKASHN,PUNE,,GENERAL,150,30,105,GBK
1394,04-11-2011,PCCOEEC19497,CRACKING THE GRE. 2011.,"LURIE, KAREN.",447,RANDOM HOUSE INC.,NEW YORK,,GENERAL,950,25,713,HSB
1395,13-01-2006,PCCOEEC09040,CRACKING THE GRE. 2006,"LURIE, KAREN.",377,RANDOM HOUSE INC.,LONDOM,,GENERAL,350,20,280,HSB
1396,13-03-2003,PCCOEEC07072,Organizational Behavior,"LUTHANS, FRED",643,MCGRAW HILL BOOK COMPANY,NEW DELHI,2001,GENERAL,407,20,326,GBK
1397,13-01-2006,PCCOEEC09030,J. KRISHNAMURTI : A LIFE.,"LUTYENS, MARRY.",753,PENGUIN BOOKS INDIA LTD,NEW DELHI,,GENERAL,695,20,556,GBK
1398,04-10-2013,PCCOEEC25567,ADVANCED WRITTEN ENGLISH.,"MACPHERSON, ROBIN",206,YES DEE PUB. PVT. LTD.,TAMILNADU,,GENERAL,145,22,113.1,GBK
1399,04-10-2013,PCCOEEC25569,ENGLISH FOR ACADEMIC PURPOSES.,"MACPHERSON, ROBIN",150,YES DEE PUB. PVT. LTD.,TAMILNADU,,GENERAL,125,22,97.5,GBK
1400,04-10-2013,PCCOEEC25566,ADVANCED WRITTEN ENGLISH.,"MACPHERSON, ROBIN",206,YES DEE PUB. PVT. LTD.,TAMILNADU,,GENERAL,145,22,113.1,GBK
1401,04-10-2013,PCCOEEC25568,ENGLISH FOR ACADEMIC PURPOSES.,"MACPHERSON, ROBIN",150,YES DEE PUB. PVT. LTD.,TAMILNADU,,GENERAL,125,22,97.5,GBK
1402,04-12-2015,PCCOEEC32001,CIVIL ENGINEERING : CONVENTIONAL SOLVED PAPER - 1. (ESE 2015),MADE EASY,591,MADE EASY PUBLICATION,NEW DELHI,2010,GENERAL,575,20,460,HSB
1403,04-12-2015,PCCOEEC32003,GATE CIVIL ENGINEERING : 2016,MADE EASY,623,MADE EASY PUBLICATION,NEW DELHI,2008,GENERAL,600,20,480,HSB
1404,04-12-2015,PCCOEEC32000,CIVIL ENGINEERING : CONVENTIONAL SOLVED PAPER - 1. (ESE 2015),MADE EASY,591,MADE EASY PUBLICATION,NEW DELHI,2010,GENERAL,575,20,460,HSB
1405,04-12-2015,PCCOEEC32002,GATE CIVIL ENGINEERING : 2016,MADE EASY,623,MADE EASY PUBLICATION,NEW DELHI,2008,GENERAL,600,20,480,HSB
1406,11-03-2020,PCCOEEC35540,GATE - 2019 PSUS - 2019 THOROUGHLY REVISED AND UPDATED FOR GENERAL ENGLISH COMPREHENSIVE THEORY WITH,MADE EASY PUBLICATIONS,240,MADE EASY PUBLICATIONS,NEW DELHI,2018,GENERAL,,,,HSB
1407,17-09-2014,PCCOEEC28038,GAD KILLE MAHARASTRACHE.,"MADE, PRAMOD MARUTI",432,,PUNE,,GENERAL,,,,DBK
1408,13-09-2014,PCCOEEC27984,GOSTI GHARAKADIL.,"MADGULKAR, VYANKATES",131,UTKARHA PRAKASHAN.,PUNE,,GENERAL,,,,DBK
1409,16-09-2014,PCCOEEC28030,CHITRE AANI CHARITRE.,"MADGULKAR, VYANKATES",239,UTKARHA PRAKASHAN.,PUNE,,GENERAL,,,,DBK
1410,16-09-2014,PCCOEEC28031,VAGHACHYA MAGAWAR.,"MADGULKAR, VYANKATES",191,UTKARHA PRAKASHAN.,PUNE,,GENERAL,,,,DBK
1411,15-01-2013,PCCOEEC24006,BANGARWADI.,"MADGULKAR, VYANKATES",130,MOUJ PRAKASHAN,MUMBAI,,GENERAL,80,25,60,GBK
1412,31-01-2006,PCCOEEC09065,JANGALATIL DIVAS,"MADGULKAR, VYANKATES",183,MAJESTIK PRAKASHAN,PUNE,,GENERAL,150,20,120,GBK
1413,13-09-2014,PCCOEEC27999,BANGARWADI.,"MADGULKAR, VYANKATES",129,MOUJ PRAKASHAN,MUMBAI,,GENERAL,,,,DBK
1414,04-02-2006,PCCOEEC09100,MAHATMA JYOTIRAO PHULE : JIVAN AANI KARYA.,"MADHIKAR, DELIP",116,LALITRAJ PRAKASHAN.,AHMEADNAGAR.,,GENERAL,75,20,60,GBK
1415,18-05-2023,PCCOEEC38495,KRUSHIKRANTICHE YOGIRAJ.,"MAGAR, SHANKARRO  ",330,A. R. PRINTERS,PUNE,2022,GENERAL,,,,DBK
1416,26-09-2023,PCCOEEC38624,INTRODUCTION TO INDIAN KNOWLEDGE CONCEPTS AND APPLICATIONS.,"MAHADEVAN, B.",417,PHI LEARNING PRIVATE LIMITED,DELHI,2023,GENERAL,795,25,596.25,GBK
1417,21-02-2025,PCCOEEC41204,INTRODUCTION TO INDIAN KNOWLEDGE SYSTEM : CONCEPTS AND APPLICATIONS.,"MAHADEVAN, B.",417,PHI LEARNING PVT. LTD,DELHI,2025,GENERAL,795,28,572.4,GBK
1418,21-02-2025,PCCOEEC41205,INTRODUCTION TO INDIAN KNOWLEDGE SYSTEM : CONCEPTS AND APPLICATIONS.,"MAHADEVAN, B.",417,PHI LEARNING PVT. LTD,DELHI,2025,GENERAL,795,28,572.4,GBK
1419,21-02-2025,PCCOEEC41206,INTRODUCTION TO INDIAN KNOWLEDGE SYSTEM : CONCEPTS AND APPLICATIONS.,"MAHADEVAN, B.",417,PHI LEARNING PVT. LTD,DELHI,2025,GENERAL,795,28,572.4,GBK
1420,21-02-2025,PCCOEEC41207,INTRODUCTION TO INDIAN KNOWLEDGE SYSTEM : CONCEPTS AND APPLICATIONS.,"MAHADEVAN, B.",417,PHI LEARNING PVT. LTD,DELHI,2025,GENERAL,795,28,572.4,GBK
1421,21-02-2025,PCCOEEC41208,INTRODUCTION TO INDIAN KNOWLEDGE SYSTEM : CONCEPTS AND APPLICATIONS.,"MAHADEVAN, B.",417,PHI LEARNING PVT. LTD,DELHI,2025,GENERAL,795,28,572.4,GBK
1422,08-02-2025,PCCOEEC40968,CHOUTHA ANK.,"MAHAJANI, MADHAVI PANDIT",112,AMIT PRAKASHAN,PUNE,2024,GENERAL,200,28,144,GBK
1423,08-02-2025,PCCOEEC40960,AAMOD : SAMPURNA - SANSKRUTAM DASHMI KAKSHA.,"MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM, PUNE",120,MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM.,PUNE,,GENERAL,88,,88,TB
1424,08-02-2025,PCCOEEC40961,AAMOD : SAMPURNA - SANSKRUTAM DASHMI KAKSHA.,"MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM, PUNE",120,MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM.,PUNE,,GENERAL,88,,88,TB
1425,08-02-2025,PCCOEEC40956,ANAND : SAYUNTKA-SANSKRUTAM NAVMI KAKSHA.,"MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM, PUNE.",80,MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM, PUNE.,2024,GENERAL,79,,79,TB
1426,08-02-2025,PCCOEEC40957,ANAND : SAYUNTKA-SANSKRUTAM ASHTAMI KAKSHA.,"MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM, PUNE.",54,MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM,PUNE,2021,GENERAL,29,,29,TB
1427,08-02-2025,PCCOEEC40958,ANAND : SAYUNTKA-SANSKRUTAM ASHTAMI KAKSHA.,"MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM, PUNE.",54,MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM,PUNE,2021,GENERAL,29,,29,TB
1428,08-02-2025,PCCOEEC40959,AAMOD : SAMPURNA - SANSKRUTAM NAVMI KAKSHA.,"MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM, PUNE.",104,MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM,PUNE.,2024,GENERAL,79,,79,TB
1429,08-03-2025,PCCOEEC41338,AAMOD : SAMPURNA - SANSKRUTAM ASHTMI KAKSHA.,"MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM, PUNE.",80,MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM,PUNE,2024,GENERAL,63,,63,TB
1430,08-03-2025,PCCOEEC41339,AAMOD : SAMPURNA - SANSKRUTAM ASHTMI KAKSHA.,"MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM, PUNE.",80,MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM,PUNE,2024,GENERAL,63,,63,TB
1431,08-03-2025,PCCOEEC41340,AAMOD : SAMPURNA - SANSKRUTAM NAVMI KAKSHA.,"MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM, PUNE.",104,MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM,PUNE,2024,GENERAL,79,,79,TB
1432,08-03-2025,PCCOEEC41341,ANAND : SAYUNTKA-SANSKRUTAM NAVMI KAKSHA.,"MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM, PUNE.",80,MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM,PUNE,2020,GENERAL,48,,48,TB
1433,08-03-2025,PCCOEEC41342,ANAND : SANYUKTA - SANSKRUTAM DASHMI KAKSHA.,"MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM, PUNE.",80,MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM.,PUNE,2023,GENERAL,65,,65,TB
1434,08-03-2025,PCCOEEC41343,ANAND : SANYUKTA - SANSKRUTAM DASHMI KAKSHA.,"MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM, PUNE.",80,MAHARASHTRA PATHYPUSTK NIRMITI TATHA ABHYASKARM SANSHODHAN MANDLAM.,PUNE,2023,GENERAL,65,,65,TB
1435,16-02-2024,PCCOEEC40162,BHARTACHE SANVIDHAN : (98 VYA SUDHARNEPARYANT ADYAYAWAT DINAK 26 JANUARY 2014 PARYANT FERBADAL KELYAPRAMANE 99 TE 105 VYA SANVIDHAN SUDHARNA ADHINIYMANCHYA JODPATRASAH).,MAHARASHTRA SHASAN,"295, 1-21","MAHARASHTRA RAJYACHYA BHASHA SANCHALNALYA DWARE ANUWADIT AANI SANCHALAK SHASHAN MUDARN V LEKHANSAMGRHI, MAHARASHTRA RAJYA YANCHYADWARE BHARAT SARKARCHYA VATINE MUDRIT V PRAKASHIT.",,2023,GENERAL,678,,678,REF
1436,16-02-2024,PCCOEEC40163,BHARTACHE SANVIDHAN : (98 VYA SUDHARNEPARYANT ADYAYAWAT DINAK 26 JANUARY 2014 PARYANT FERBADAL KELYAPRAMANE 99 TE 105 VYA SANVIDHAN SUDHARNA ADHINIYMANCHYA JODPATRASAH).,MAHARASHTRA SHASAN,"295, 1-21","MAHARASHTRA RAJYACHYA BHASHA SANCHALNALYA DWARE ANUWADIT AANI SANCHALAK SHASHAN MUDARN V LEKHANSAMGRHI, MAHARASHTRA RAJYA YANCHYADWARE BHARAT SARKARCHYA VATINE MUDRIT V PRAKASHIT.",,2023,GENERAL,678,,678,TB
1437,16-02-2024,PCCOEEC40164,BHARTACHE SANVIDHAN : (98 VYA SUDHARNEPARYANT ADYAYAWAT DINAK 26 JANUARY 2014 PARYANT FERBADAL KELYAPRAMANE 99 TE 105 VYA SANVIDHAN SUDHARNA ADHINIYMANCHYA JODPATRASAH).,MAHARASHTRA SHASAN,"295, 1-21","MAHARASHTRA RAJYACHYA BHASHA SANCHALNALYA DWARE ANUWADIT AANI SANCHALAK SHASHAN MUDARN V LEKHANSAMGRHI, MAHARASHTRA RAJYA YANCHYADWARE BHARAT SARKARCHYA VATINE MUDRIT V PRAKASHIT.",,2023,GENERAL,678,,678,TB
1438,16-02-2024,PCCOEEC40165,BHARTACHE SANVIDHAN : (98 VYA SUDHARNEPARYANT ADYAYAWAT DINAK 26 JANUARY 2014 PARYANT FERBADAL KELYAPRAMANE 99 TE 105 VYA SANVIDHAN SUDHARNA ADHINIYMANCHYA JODPATRASAH).,MAHARASHTRA SHASAN,"295, 1-21","MAHARASHTRA RAJYACHYA BHASHA SANCHALNALYA DWARE ANUWADIT AANI SANCHALAK SHASHAN MUDARN V LEKHANSAMGRHI, MAHARASHTRA RAJYA YANCHYADWARE BHARAT SARKARCHYA VATINE MUDRIT V PRAKASHIT.",,2023,GENERAL,678,,678,TB
1439,16-02-2024,PCCOEEC40166,BHARTACHE SANVIDHAN : (98 VYA SUDHARNEPARYANT ADYAYAWAT DINAK 26 JANUARY 2014 PARYANT FERBADAL KELYAPRAMANE 99 TE 105 VYA SANVIDHAN SUDHARNA ADHINIYMANCHYA JODPATRASAH).,MAHARASHTRA SHASAN,"295, 1-21","MAHARASHTRA RAJYACHYA BHASHA SANCHALNALYA DWARE ANUWADIT AANI SANCHALAK SHASHAN MUDARN V LEKHANSAMGRHI, MAHARASHTRA RAJYA YANCHYADWARE BHARAT SARKARCHYA VATINE MUDRIT V PRAKASHIT.",,2023,GENERAL,678,,678,TB
1440,16-02-2024,PCCOEEC40167,"BHARTACHE SANVIDHAN : (98 VYA SUDHARNEPARYANT ADYAYAWAT, DINAK 26, JANUARY 2014. PARYANT FERBADAL KELYAPRAMANE).",MAHARASHTRA SHASAN,"269, 1-21","MAHARASHTRA RAJYACHYA BHASHA SANCHALNALYA DWARE ANUWADIT AANI SANCHALAK, SHASHAN MUDARN V LEKHANSAMGRHI, MAHARASHTRA RAJYA YANCHYADWARE BHARAT SARKARCHYA VATINE MUDRIT V PRAKASHIT.",,2014,GENERAL,417,85,63,TB
1441,16-02-2024,PCCOEEC40168,"BHARTACHE SANVIDHAN : (98 VYA SUDHARNEPARYANT ADYAYAWAT, DINAK 26, JANUARY 2014. PARYANT FERBADAL KELYAPRAMANE).",MAHARASHTRA SHASAN,"269, 1-21","MAHARASHTRA RAJYACHYA BHASHA SANCHALNALYA DWARE ANUWADIT AANI SANCHALAK, SHASHAN MUDARN V LEKHANSAMGRHI, MAHARASHTRA RAJYA YANCHYADWARE BHARAT SARKARCHYA VATINE MUDRIT V PRAKASHIT.",,2014,GENERAL,417,85,63,TB
